,name,company,year,Price,kms_driven,fuel_type
2291,Volkswagen Jetta Comfortline,Volkswagen,2002,25000,131631,Diesel
2292,Mercedes GLA 200d,Mercedes,2008,564000,140108,Diesel
2293,Datsun GO Plus,Datsun,2012,35000,46561,Petrol
2294,Chevrolet Spark LT,Chevrolet,2017,75000,5523,Petrol
2295,Volkswagen Vento Highline,Volkswagen,2023,162000,76729,Diesel
2296,Tata Tigor XZ,Tata,2007,25000,94846,Petrol
2297,Renault Duster 110,Renault,2010,46000,47016,Petrol
2298,Jeep Compass Limited,Jeep,2018,189000,32107,Diesel
2299,Mahindra Thar CRDe,Mahindra,2004,26000,92699,Diesel
2300,Volkswagen Polo Highline,Volkswagen,2021,157000,22755,Petrol
2301,Jeep Compass Longitude,Jeep,2017,93000,165662,Diesel
2302,BMW 3 Series,BMW,2018,1195000,105602,Petrol
2303,Mercedes GLA 200d,Mercedes,2004,509000,59541,Diesel
2304,Nissan Micra XV,Nissan,2023,114000,97758,Diesel
2305,Chevrolet Tavera Neo,Chevrolet,2004,25000,35248,Petrol
2306,Ford Endeavour 4x4,Ford,2006,25000,124206,Diesel
2307,Chevrolet Beat LT,Chevrolet,2021,117000,8614,Diesel
2308,BMW 5 Series,BMW,2003,536000,28037,Petrol
2309,Honda Brio S,Honda,2010,38000,99604,Petrol
2310,Mahindra Thar CRDe,Mahindra,2004,25000,130722,Diesel
2311,Maruti Suzuki Wagon,Maruti,2012,60000,48537,Petrol
2312,Volvo S60 D4,Volvo,2013,1252000,29820,Petrol
2313,Chevrolet Beat LT,Chevrolet,2007,25000,151202,Petrol
2314,Hyundai Creta 1.6,Hyundai,2011,39000,144333,Petrol
2315,Mitsubishi Lancer 1.8,Mitsubishi,2019,90000,172564,Diesel
2316,Hyundai Creta 1.6,Hyundai,2015,86000,24470,Diesel
2317,Mahindra Scorpio SLE,Mahindra,2020,206000,1151,Diesel
2318,Nissan Sunny XL,Nissan,2019,107000,28120,Diesel
2319,Renault Duster 110,Renault,2012,55000,44239,Petrol
2320,Ford Fiesta Classic,Ford,2002,25000,123390,Petrol
2321,Jaguar XE Prestige,Jaguar,2015,2047000,1485,Diesel
2322,Tata Nexon XZ,Tata,2019,86000,62467,Petrol
2323,Datsun GO T,Datsun,2018,57000,76831,Diesel
2324,BMW X1 sDrive20d,BMW,2011,857000,70711,Petrol
2325,Land Rover Discovery,Land,2010,635000,170057,Diesel
2326,Mitsubishi Pajero Sport,Mitsubishi,2010,68000,33704,Petrol
2327,Jaguar XE Prestige,Jaguar,2006,883000,10639,Petrol
2328,Mahindra KUV100 K8,Mahindra,2006,43000,57282,Diesel
2329,Mini Cooper S,Mini,2005,506000,3707,Diesel
2330,Honda Amaze S,Honda,2022,181000,32407,Diesel
2331,Jaguar XF Portfolio,Jaguar,2016,1264000,173932,Petrol
2332,Datsun redi-GO T,Datsun,2008,25000,174650,Petrol
2333,BMW 3 Series,BMW,2010,1097000,901,Diesel
2334,Hyundai Venue SX,Hyundai,2018,87000,75878,Petrol
2335,Honda Jazz V,Honda,2010,61000,46515,Diesel
2336,Jeep Compass Longitude,Jeep,2020,132000,119225,Diesel
2337,Tata Tigor XZ,Tata,2010,27000,125099,Diesel
2338,Audi A6 2.0,Audi,2002,365000,61552,Diesel
2339,Fiat Punto Active,Fiat,2005,25000,70269,Diesel
2340,Volkswagen Ameo Highline,Volkswagen,2014,97000,5421,Petrol
2341,Renault Triber RXZ,Renault,2010,41000,64140,Petrol
2342,Tata Nano Lx,Tata,2005,25000,80404,Diesel
2343,Mitsubishi Pajero Sport,Mitsubishi,2022,125000,105469,Diesel
2344,Tata Nano Lx,Tata,2012,58000,12107,Diesel
2345,Mahindra Scorpio SLE,Mahindra,2020,158000,36012,Diesel
2346,Audi A8,Audi,2019,2273000,19132,Petrol
2347,Audi A6 2.0,Audi,2009,690000,56338,Petrol
2348,Maruti Suzuki Ciaz,Maruti,2015,86000,31630,Diesel
2349,Tata Indica V2,Tata,2012,41000,62151,Petrol
2350,Volvo S60 D4,Volvo,2003,290000,124883,Diesel
2351,Land Rover Freelander,Land,2017,2145000,56817,Diesel
2352,Jeep Compass Longitude,Jeep,2020,167000,72889,Petrol
2353,Nissan Sunny XL,Nissan,2019,109000,43168,Petrol
2354,Mitsubishi Pajero Sport,Mitsubishi,2023,164000,72257,Petrol
2355,Hyundai Elite i20,Hyundai,2008,35000,54906,Petrol
2356,Jaguar XF Portfolio,Jaguar,2009,534000,162274,Petrol
2357,Tata Tiago Revotron,Tata,2022,102000,78636,Diesel
2358,Toyota Fortuner 3.0,Toyota,2014,108000,2098,Petrol
2359,Jaguar XF Portfolio,Jaguar,2005,636000,22336,Petrol
2360,Ford Figo Aspire,Ford,2009,50000,43665,Diesel
2361,Jaguar XF Portfolio,Jaguar,2016,1958000,41360,Petrol
2362,Volvo XC60 D5,Volvo,2010,692000,82866,Diesel
2363,Maruti Suzuki Baleno,Maruti,2014,60000,77572,CNG
2364,Mahindra Scorpio SLE,Mahindra,2006,50000,14201,Diesel
2365,Ford Endeavour 4x4,Ford,2017,61000,103543,Petrol
2366,Renault Kwid RXT,Renault,2009,43000,13405,Petrol
2367,Chevrolet Beat LT,Chevrolet,2010,33000,68556,Diesel
2368,Hyundai i10 Sportz,Hyundai,2017,98000,53918,Petrol
2369,Mini Cooper S,Mini,2018,1464000,38850,Diesel
2370,Fiat Punto Active,Fiat,2012,32000,120921,Petrol
2371,Chevrolet Beat LT,Chevrolet,2003,25000,3122,Petrol
2372,Maruti Suzuki Swift,Maruti,2012,51000,43333,Petrol
2373,Ford Figo Aspire,Ford,2019,72000,169850,Diesel
2374,Volvo S60 D4,Volvo,2006,423000,92725,Diesel
2375,Jeep Compass Limited,Jeep,2011,67000,68468,Petrol
2376,Volvo XC60 D5,Volvo,2011,532000,128849,Petrol
2377,Skoda Octavia Elegance,Skoda,2021,183000,11230,Diesel
2378,BMW 5 Series,BMW,2002,417000,11672,Petrol
2379,Renault Lodgy 110PS,Renault,2013,37000,166998,Diesel
2380,Volkswagen Vento Highline,Volkswagen,2014,55000,99117,Petrol
2381,Volkswagen Vento Highline,Volkswagen,2012,48000,96979,Petrol
2382,Mitsubishi Lancer 1.8,Mitsubishi,2003,25000,144945,Petrol
2383,Tata Nano Lx,Tata,2015,48000,157937,Diesel
2384,Maruti Suzuki Ciaz,Maruti,2022,88000,137941,Petrol
2385,Hyundai Grand i10,Hyundai,2014,70000,66373,Petrol
2386,Maruti Suzuki Wagon,Maruti,2022,130000,67906,Petrol
2387,Renault Kwid RXT,Renault,2014,61000,49300,Petrol
2388,Jaguar XE Prestige,Jaguar,2006,529000,104979,Diesel
2389,Mini Cooper D,Mini,2015,844000,78110,Petrol
2390,Land Rover Freelander,Land,2013,892000,138596,Diesel
2391,Volkswagen Polo Highline,Volkswagen,2016,112000,10789,Diesel
2392,Datsun GO T,Datsun,2013,37000,98054,Diesel
2393,Datsun GO T,Datsun,2023,89000,96843,Diesel
2394,Tata Tigor XZ,Tata,2002,25000,175386,Petrol
2395,Volkswagen Ameo Highline,Volkswagen,2018,83000,151018,Petrol
2396,Nissan Micra XV,Nissan,2019,74000,131426,Petrol
2397,Honda WR-V i-VTEC,Honda,2021,164000,16229,Diesel
2398,Hyundai Creta 1.6,Hyundai,2009,40000,53745,Petrol
2399,Nissan Micra XV,Nissan,2018,95000,67658,Diesel
2400,Renault Kwid RXT,Renault,2005,32000,23708,Petrol
2401,Audi A4 35,Audi,2019,2099000,12769,Petrol
2402,Jaguar XE Prestige,Jaguar,2017,1755000,56928,Petrol
2403,Renault Duster 110,Renault,2015,91000,9211,Petrol
2404,Volvo XC60 D5,Volvo,2012,680000,102163,Petrol
2405,BMW X1 sDrive20d,BMW,2018,2448000,2297,Petrol
2406,Maruti Suzuki Alto,Maruti,2020,145000,28082,Diesel
2407,Honda Civic 1.8,Honda,2018,146000,3539,Petrol
2408,Mini Cooper D,Mini,2010,675000,74456,Petrol
2409,Maruti Suzuki Ciaz,Maruti,2023,142000,56120,CNG
2410,Honda City 1.5,Honda,2004,27000,81686,Petrol
2411,Mini Cooper D,Mini,2005,291000,141455,Diesel
2412,Mercedes E-Class E220d,Mercedes,2002,304000,153862,Petrol
2413,Toyota Yaris VX,Toyota,2007,40000,56614,Petrol
2414,Chevrolet Sail UVA,Chevrolet,2015,60000,20218,Petrol
2415,Skoda Fabia Classic,Skoda,2018,91000,140636,Diesel
2416,Nissan Terrano XL,Nissan,2002,25000,88571,Petrol
2417,BMW X1 sDrive20d,BMW,2003,273000,136241,Petrol
2418,Maruti Suzuki Alto,Maruti,2008,43000,14619,Petrol
2419,Volvo S60 D4,Volvo,2002,281000,101362,Petrol
2420,Tata Indica V2,Tata,2007,33000,57405,Diesel
2421,BMW X1 sDrive20d,BMW,2019,2131000,48178,Diesel
2422,Mercedes E-Class E220d,Mercedes,2019,1462000,168960,Petrol
2423,Volkswagen Ameo Highline,Volkswagen,2003,29000,30463,Petrol
2424,Jeep Compass Limited,Jeep,2008,49000,89912,Diesel
2425,Fiat Punto Active,Fiat,2015,67000,12190,Petrol
2426,Ford EcoSport Titanium,Ford,2005,25000,174956,Diesel
2427,Volvo S60 D4,Volvo,2018,1345000,96632,Petrol
2428,Toyota Innova 2.5,Toyota,2016,97000,67010,Petrol
2429,Mitsubishi Lancer 1.8,Mitsubishi,2021,130000,150233,Diesel
2430,Fiat Linea Active,Fiat,2004,25000,136994,Diesel
2431,Mitsubishi Lancer 1.8,Mitsubishi,2022,115000,149197,Petrol
2432,Skoda Fabia Classic,Skoda,2018,106000,81258,Petrol
2433,Ford Figo,Ford,2009,40000,77283,Petrol
2434,Mitsubishi Pajero Sport,Mitsubishi,2015,72000,163210,Petrol
2435,Datsun GO Plus,Datsun,2005,25000,119947,Diesel
2436,Audi A6 2.0,Audi,2008,567000,81234,Petrol
2437,Jaguar XF Portfolio,Jaguar,2022,2876000,64053,Petrol
2438,Maruti Suzuki Wagon,Maruti,2002,25000,90456,CNG
2439,Honda Brio S,Honda,2020,95000,160009,Diesel
2440,Honda WR-V i-VTEC,Honda,2020,105000,94136,Petrol
2441,Fiat Linea Active,Fiat,2020,74000,99268,Diesel
2442,Tata Indica V2,Tata,2019,61000,126434,Diesel
2443,Honda Amaze S,Honda,2018,112000,82333,Diesel
2444,Volkswagen Vento Highline,Volkswagen,2010,36000,104609,Petrol
2445,Skoda Octavia Elegance,Skoda,2010,40000,164212,Petrol
2446,Toyota Fortuner 3.0,Toyota,2009,73000,356,Petrol
2447,Volvo XC60 D5,Volvo,2014,1189000,16511,Petrol
2448,Datsun GO Plus,Datsun,2008,32000,19775,Petrol
2449,Chevrolet Beat LT,Chevrolet,2003,25000,17459,Diesel
2450,Volkswagen Polo Highline,Volkswagen,2011,44000,165214,Petrol
2451,Audi A8,Audi,2007,456000,165129,Petrol
2452,Mini Cooper D,Mini,2022,2404000,37756,Petrol
2453,Volkswagen Ameo Highline,Volkswagen,2002,25000,129931,Diesel
2454,Toyota Innova 2.5,Toyota,2016,129000,36729,Diesel
2455,Honda Civic 1.8,Honda,2006,30000,90421,Petrol
2456,Mercedes GLA 200d,Mercedes,2022,2181000,124392,Diesel
2457,Mitsubishi Pajero Sport,Mitsubishi,2010,83000,6059,Diesel
2458,Volkswagen Polo Highline,Volkswagen,2008,43000,52119,Petrol
2459,Honda Jazz V,Honda,2013,70000,44991,Petrol
2460,Ford Figo Aspire,Ford,2019,119000,20848,Diesel
2461,Toyota Yaris VX,Toyota,2005,39000,20703,Petrol
2462,BMW 3 Series,BMW,2018,1184000,175640,Diesel
2463,Mitsubishi Lancer 1.8,Mitsubishi,2014,87000,31888,Petrol
2464,Jaguar XF Portfolio,Jaguar,2011,1005000,69462,Petrol
2465,Mitsubishi Lancer 1.8,Mitsubishi,2003,32000,37023,Diesel
2466,Ford Figo Aspire,Ford,2010,39000,74748,Petrol
2467,Volkswagen Polo Highline,Volkswagen,2014,59000,123412,Petrol
2468,Mercedes GLA 200d,Mercedes,2018,1733000,44747,Petrol
2469,Mini Cooper S,Mini,2017,833000,154501,Petrol
2470,Jeep Compass Limited,Jeep,2007,43000,150182,Diesel
2471,Jaguar XF Portfolio,Jaguar,2009,659000,111778,Petrol
2472,Ford Freestyle Titanium,Ford,2018,107000,46556,Diesel
2473,Mitsubishi Lancer 1.8,Mitsubishi,2002,25000,129291,Diesel
2474,Ford Figo Aspire,Ford,2017,124000,16114,Diesel
2475,Datsun GO Plus,Datsun,2006,30000,4153,Diesel
2476,Honda City 1.5,Honda,2023,174000,44910,Petrol
2477,Jaguar XE Prestige,Jaguar,2004,372000,103216,Diesel
2478,Audi A4 35,Audi,2023,2651000,69544,Diesel
2479,Jeep Compass Longitude,Jeep,2004,28000,149684,Petrol
2480,Audi Q7,Audi,2003,282000,146252,Diesel
2481,Fiat Linea Active,Fiat,2019,98000,4337,Petrol
2482,Chevrolet Beat LT,Chevrolet,2021,109000,60340,Diesel
2483,Land Rover Discovery,Land,2018,1754000,76611,Petrol
2484,Volvo S60 D4,Volvo,2022,2748000,22123,Diesel
2485,Jeep Compass Limited,Jeep,2003,25000,171760,Diesel
2486,Renault Lodgy 110PS,Renault,2016,54000,102466,Diesel
2487,Jaguar XE Prestige,Jaguar,2002,309000,161471,Diesel
2488,Volvo S60 D4,Volvo,2022,1720000,174082,Diesel
2489,Datsun GO Plus,Datsun,2006,25000,163583,Diesel
2490,Honda Amaze S,Honda,2012,44000,135396,Petrol
2491,Mini Cooper D,Mini,2023,1582000,137564,Petrol
2492,Mini Cooper S,Mini,2013,1244000,13697,Diesel
2493,Nissan Sunny XL,Nissan,2014,47000,162508,Diesel
2494,Maruti Suzuki Eeco,Maruti,2005,34000,44119,Diesel
2495,Chevrolet Sail UVA,Chevrolet,2010,35000,65952,Petrol
2496,Mitsubishi Lancer 1.8,Mitsubishi,2008,59000,36893,Diesel
2497,Toyota Yaris VX,Toyota,2009,40000,166285,Petrol
2498,Volkswagen Jetta Comfortline,Volkswagen,2009,46000,51104,Petrol
2499,Mahindra Thar CRDe,Mahindra,2007,32000,139833,Diesel
2500,Toyota Corolla Altis,Toyota,2014,90000,44056,Petrol
2501,Land Rover Freelander,Land,2012,788000,138968,Diesel
2502,Jeep Compass Longitude,Jeep,2019,131000,102655,Diesel
2503,Mercedes GLA 200d,Mercedes,2010,610000,101360,Diesel
2504,Mercedes GLA 200d,Mercedes,2011,777000,68704,Petrol
2505,Volvo S60 D4,Volvo,2023,1986000,134399,Petrol
2506,Mercedes GLA 200d,Mercedes,2017,1641000,43305,Petrol
2507,Chevrolet Spark LT,Chevrolet,2010,45000,9980,Petrol
2508,Skoda Fabia Classic,Skoda,2012,53000,77078,Diesel
2509,Tata Indica V2,Tata,2008,37000,45584,Diesel
2510,BMW 5 Series,BMW,2018,2163000,25627,Petrol
2511,Chevrolet Beat LT,Chevrolet,2002,25000,162831,Diesel
2512,Mini Cooper S,Mini,2011,921000,22942,Petrol
2513,Datsun GO Plus,Datsun,2018,79000,32085,Diesel
2514,Honda WR-V i-VTEC,Honda,2002,25000,71319,Diesel
2515,Jeep Compass Limited,Jeep,2014,125000,42774,Petrol
2516,BMW 5 Series,BMW,2003,405000,85153,Diesel
2517,Audi Q3 35,Audi,2011,912000,44032,Petrol
2518,Chevrolet Sail UVA,Chevrolet,2019,62000,165820,Diesel
2519,Nissan Sunny XL,Nissan,2021,105000,75606,Petrol
2520,Volvo S60 D4,Volvo,2004,280000,112325,Diesel
2521,Maruti Suzuki Alto,Maruti,2003,25000,40979,Diesel
2522,Mini Cooper S,Mini,2004,382000,62076,Petrol
2523,Ford Freestyle Titanium,Ford,2012,45000,83298,Petrol
2524,Mercedes C-Class C220d,Mercedes,2018,1965000,53601,Diesel
2525,Ford EcoSport Ambiente,Ford,2011,47000,74644,Diesel
2526,Land Rover Discovery,Land,2006,463000,131063,Petrol
2527,Audi Q3 35,Audi,2022,1878000,108438,Petrol
2528,Jeep Compass Longitude,Jeep,2013,96000,75574,Petrol
2529,Tata Nano Lx,Tata,2019,96000,27850,Petrol
2530,Tata Bolt XT,Tata,2006,25000,169221,Petrol
2531,Hyundai i10 Sportz,Hyundai,2002,25000,23653,Petrol
2532,Tata Tigor XZ,Tata,2019,60000,121521,Diesel
2533,Mercedes E-Class E220d,Mercedes,2018,2068000,22930,Diesel
2534,Nissan Sunny XL,Nissan,2016,69000,84208,Diesel
2535,Mini Cooper D,Mini,2017,1382000,35664,Diesel
2536,Hyundai Verna 1.6,Hyundai,2006,25000,162265,Petrol
2537,Jaguar XF Portfolio,Jaguar,2014,1017000,172506,Petrol
2538,Fiat Punto Active,Fiat,2016,70000,31801,Diesel
2539,Tata Nano Lx,Tata,2016,76000,57056,Petrol
2540,Chevrolet Spark LT,Chevrolet,2007,29000,40782,Petrol
2541,Ford Fiesta Classic,Ford,2015,65000,85809,Petrol
2542,Fiat Punto Active,Fiat,2009,38000,43763,Diesel
2543,Renault Kwid RXT,Renault,2012,35000,145837,Diesel
2544,Mini Cooper D,Mini,2017,1385000,57474,Petrol
2545,Maruti Suzuki Ciaz,Maruti,2012,53000,68529,Diesel
2546,Mercedes GLA 200d,Mercedes,2005,602000,47406,Diesel
2547,Mitsubishi Lancer 1.8,Mitsubishi,2002,27000,49067,Petrol
2548,Chevrolet Spark LT,Chevrolet,2023,91000,156310,Diesel
2549,Ford Figo,Ford,2017,78000,85788,Petrol
2550,Jeep Compass Longitude,Jeep,2006,58000,39222,Petrol
2551,Ford Figo,Ford,2013,47000,104205,Petrol
2552,Hyundai Creta 1.6,Hyundai,2019,81000,128274,Diesel
2553,Mitsubishi Lancer 1.8,Mitsubishi,2013,56000,179300,Petrol
2554,Nissan Terrano XL,Nissan,2018,66000,93780,Petrol
2555,Hyundai Santro Xing,Hyundai,2008,57000,4644,Diesel
2556,Datsun GO Plus,Datsun,2004,25000,150220,Diesel
2557,Toyota Etios VXD,Toyota,2020,190000,24628,Petrol
2558,Toyota Yaris VX,Toyota,2020,113000,91391,Petrol
2559,Volkswagen Vento Highline,Volkswagen,2003,25000,160553,Petrol
2560,Mercedes C-Class C220d,Mercedes,2008,477000,155678,Diesel
2561,Honda WR-V i-VTEC,Honda,2003,25000,166113,Petrol
2562,Toyota Innova 2.5,Toyota,2023,150000,120776,Diesel
2563,Hyundai Grand i10,Hyundai,2021,85000,176637,Petrol
2564,Ford Figo,Ford,2007,44000,11071,Petrol
2565,Honda Brio S,Honda,2012,51000,173565,Diesel
2566,Volvo S60 D4,Volvo,2003,338000,77068,Petrol
2567,Fiat Punto Active,Fiat,2023,141000,46981,Diesel
2568,Skoda Octavia Elegance,Skoda,2005,34000,39325,Diesel
2569,Maruti Suzuki Alto,Maruti,2023,125000,103590,Petrol
2570,Mitsubishi Pajero Sport,Mitsubishi,2013,70000,91843,Diesel
2571,Mini Cooper S,Mini,2008,377000,174937,Diesel
2572,Mercedes C-Class C220d,Mercedes,2005,500000,60095,Diesel
2573,BMW 5 Series,BMW,2019,1659000,85726,Diesel
2574,Honda Amaze S,Honda,2002,25000,68088,Petrol
2575,Maruti Suzuki Swift,Maruti,2017,92000,14207,CNG
2576,Mercedes C-Class C220d,Mercedes,2019,1335000,129823,Diesel
2577,Renault Kwid RXT,Renault,2006,25000,73867,Petrol
2578,Toyota Yaris VX,Toyota,2022,122000,168407,Petrol
2579,Skoda Fabia Classic,Skoda,2009,50000,15474,Petrol
2580,Datsun redi-GO T,Datsun,2020,58000,167829,Diesel
2581,Skoda Octavia Elegance,Skoda,2004,25000,97326,Diesel
2582,Nissan Sunny XL,Nissan,2011,36000,111555,Petrol
2583,Ford Figo,Ford,2010,31000,121143,Diesel
2584,Hyundai Grand i10,Hyundai,2018,103000,32248,Petrol
2585,BMW X1 sDrive20d,BMW,2009,882000,26413,Diesel
2586,Ford Freestyle Titanium,Ford,2023,120000,96108,Diesel
2587,Ford EcoSport Ambiente,Ford,2003,25000,121592,Petrol
2588,Audi A4 35,Audi,2009,956000,14225,Diesel
2589,Hyundai Creta 1.6,Hyundai,2013,46000,139218,Diesel
2590,Datsun GO T,Datsun,2005,25000,51625,Petrol
2591,Nissan Terrano XL,Nissan,2018,65000,177405,Diesel
2592,Tata Tigor XZ,Tata,2008,25000,159211,Diesel
2593,Audi Q3 35,Audi,2015,1074000,103286,Diesel
2594,Mitsubishi Pajero Sport,Mitsubishi,2018,122000,63158,Petrol
2595,Hyundai Santro Xing,Hyundai,2010,36000,105739,Diesel
2596,Chevrolet Beat LT,Chevrolet,2004,25000,30634,Petrol
2597,Audi A4 35,Audi,2010,1027000,9891,Petrol
2598,Renault Duster 110,Renault,2020,81000,165532,Diesel
2599,Jaguar XE Prestige,Jaguar,2012,1119000,45220,Petrol
2600,Hyundai Tucson 2WD,Hyundai,2011,42000,169598,Diesel
2601,Volvo XC60 D5,Volvo,2022,2116000,58736,Petrol
2602,Jaguar XE Prestige,Jaguar,2015,1095000,100297,Diesel
2603,Ford Figo,Ford,2008,32000,127228,Diesel
2604,Mitsubishi Lancer 1.8,Mitsubishi,2009,54000,61257,Petrol
2605,Tata Tigor XZ,Tata,2018,63000,175666,Diesel
2606,Volvo XC60 D5,Volvo,2002,406000,17662,Diesel
2607,Jaguar XE Prestige,Jaguar,2002,410000,56288,Diesel
2608,Fiat Punto Active,Fiat,2005,25000,23436,Diesel
2609,Jaguar XE Prestige,Jaguar,2022,1943000,173230,Diesel
2610,Fiat Punto Active,Fiat,2009,30000,96929,Diesel
2611,Mahindra TUV300 T8,Mahindra,2002,25000,141002,Petrol
2612,Jaguar XE Prestige,Jaguar,2004,431000,143392,Diesel
2613,Honda Amaze S,Honda,2005,25000,118403,Diesel
2614,Renault Lodgy 110PS,Renault,2018,80000,98089,Diesel
2615,Hyundai Santro Xing,Hyundai,2010,32000,141682,Petrol
2616,Jaguar XE Prestige,Jaguar,2007,774000,49622,Diesel
2617,Datsun GO T,Datsun,2022,75000,175207,Petrol
2618,Mercedes GLA 200d,Mercedes,2020,2082000,70987,Petrol
2619,Jeep Compass Longitude,Jeep,2016,106000,102887,Diesel
2620,Hyundai Tucson 2WD,Hyundai,2013,57000,60219,Petrol
2621,Mitsubishi Lancer 1.8,Mitsubishi,2005,27000,93058,Diesel
2622,Mini Cooper S,Mini,2007,392000,127896,Diesel
2623,Fiat Punto Active,Fiat,2012,32000,99029,Diesel
2624,Mitsubishi Lancer 1.8,Mitsubishi,2007,42000,76868,Petrol
2625,Land Rover Discovery,Land,2021,2266000,98748,Diesel
2626,Volvo XC60 D5,Volvo,2002,343000,69737,Diesel
2627,Audi A4 35,Audi,2006,362000,147119,Diesel
2628,Nissan Terrano XL,Nissan,2009,27000,165333,Diesel
2629,Maruti Suzuki Alto,Maruti,2020,118000,58296,Diesel
2630,Jeep Compass Longitude,Jeep,2021,242000,10870,Diesel
2631,Mercedes C-Class C220d,Mercedes,2018,1270000,116799,Petrol
2632,Mahindra Scorpio SLE,Mahindra,2011,84000,19460,Diesel
2633,Renault Triber RXZ,Renault,2023,112000,157305,Petrol
2634,Land Rover Discovery,Land,2005,586000,61087,Petrol
2635,Maruti Suzuki Celerio,Maruti,2007,35000,65275,Petrol
2636,Jeep Compass Longitude,Jeep,2014,97000,87249,Petrol
2637,Volkswagen Ameo Highline,Volkswagen,2017,105000,38017,Diesel
2638,Chevrolet Beat LT,Chevrolet,2008,25000,75899,Diesel
2639,Datsun GO T,Datsun,2017,45000,127040,Petrol
2640,Volkswagen Polo Highline,Volkswagen,2019,93000,141930,Petrol
2641,Fiat Punto Active,Fiat,2005,25000,71271,Petrol
2642,Ford Freestyle Titanium,Ford,2009,40000,85676,Petrol
2643,Volkswagen Jetta Comfortline,Volkswagen,2021,109000,173945,Petrol
2644,Land Rover Discovery,Land,2011,806000,132934,Diesel
2645,Mahindra Thar CRDe,Mahindra,2012,55000,154332,Diesel
2646,Hyundai Grand i10,Hyundai,2005,25000,160977,Petrol
2647,Hyundai Venue SX,Hyundai,2013,68000,64691,Diesel
2648,Ford EcoSport Titanium,Ford,2017,117000,20706,Diesel
2649,Volvo XC60 D5,Volvo,2008,438000,110527,Diesel
2650,Mini Cooper S,Mini,2005,299000,135017,Diesel
2651,Datsun redi-GO T,Datsun,2002,25000,12984,Petrol
2652,Skoda Fabia Classic,Skoda,2011,39000,139128,Diesel
2653,Datsun redi-GO T,Datsun,2023,100000,71920,Diesel
2654,Chevrolet Tavera Neo,Chevrolet,2010,39000,42522,Petrol
2655,Chevrolet Tavera Neo,Chevrolet,2013,32000,128558,Diesel
2656,Mitsubishi Lancer 1.8,Mitsubishi,2011,50000,83706,Petrol
2657,Volvo S60 D4,Volvo,2015,1442000,34403,Petrol
2658,Datsun redi-GO T,Datsun,2006,25000,166176,Petrol
2659,Skoda Fabia Classic,Skoda,2005,26000,104037,Diesel
2660,Hyundai Santro Xing,Hyundai,2023,123000,111641,Petrol
2661,Honda Jazz V,Honda,2007,32000,118569,Diesel
2662,Jaguar XF Portfolio,Jaguar,2011,813000,105281,Petrol
2663,Datsun GO T,Datsun,2005,25000,20826,Petrol
2664,Mahindra Thar CRDe,Mahindra,2018,118000,65950,Petrol
2665,Hyundai Santro Xing,Hyundai,2019,137000,4035,Petrol
2666,Datsun redi-GO T,Datsun,2017,40000,146593,Petrol
2667,Mitsubishi Lancer 1.8,Mitsubishi,2016,132000,3670,Diesel
2668,BMW 5 Series,BMW,2007,413000,167503,Diesel
2669,Toyota Innova 2.5,Toyota,2008,34000,138711,Diesel
2670,Mercedes E-Class E220d,Mercedes,2009,608000,112843,Diesel
2671,Fiat Punto Active,Fiat,2016,53000,145355,Diesel
2672,Nissan Sunny XL,Nissan,2018,89000,45930,Diesel
2673,Land Rover Freelander,Land,2018,1780000,85113,Diesel
2674,Volkswagen Polo Highline,Volkswagen,2003,25000,177262,Diesel
2675,Skoda Octavia Elegance,Skoda,2016,83000,88846,Petrol
2676,Mahindra Scorpio SLE,Mahindra,2006,44000,50837,Diesel
2677,Skoda Octavia Elegance,Skoda,2021,102000,128879,Petrol
2678,Datsun GO T,Datsun,2009,25000,174294,Diesel
2679,Toyota Fortuner 3.0,Toyota,2007,61000,8149,Petrol
2680,Fiat Punto Active,Fiat,2004,25000,159153,Diesel
2681,Volkswagen Ameo Highline,Volkswagen,2022,160000,51050,Petrol
2682,Renault Triber RXZ,Renault,2019,65000,131969,Petrol
2683,Chevrolet Spark LT,Chevrolet,2011,51000,3197,Petrol
2684,Mini Cooper S,Mini,2018,1766000,18220,Diesel
2685,Jeep Compass Longitude,Jeep,2015,90000,90628,Petrol
2686,Jaguar XF Portfolio,Jaguar,2010,817000,68752,Diesel
2687,Fiat Linea Active,Fiat,2004,25000,124647,Petrol
2688,Ford EcoSport Titanium,Ford,2022,101000,179993,Diesel
2689,Honda Civic 1.8,Honda,2016,74000,131785,Diesel
2690,Volvo XC60 D5,Volvo,2020,1483000,138431,Petrol
2691,Volvo S60 D4,Volvo,2011,757000,82544,Diesel
2692,Mercedes C-Class C220d,Mercedes,2010,572000,117911,Petrol
2693,Mahindra KUV100 K8,Mahindra,2010,55000,45982,Diesel
2694,Fiat Punto Active,Fiat,2020,66000,117941,Petrol
