name,company,year,Price,kms_driven,fuel_type
Ford Figo Aspire Titanium,Ford,2019,"72,000","1,69,850 kms",Diesel
Volvo S60 D4,Volvo,2006,"4,23,000","92,725 kms",Diesel
Jeep Compass Limited,Jeep,2011,"67,000","68,468 kms",Petrol
Volvo XC60 D5,Volvo,2011,"5,32,000","1,28,849 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2021,"1,83,000","11,230 kms",Diesel
BMW 5 Series 520d,BMW,2002,"4,17,000","11,672 kms",Petrol
Renault Lodgy 110PS RxZ 8 Str,Renault,2013,"37,000","1,66,998 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2014,"55,000","99,117 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2012,"48,000","96,979 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2003,"25,000","1,44,945 kms",Petrol
Tata Nano Lx,Tata,2015,"48,000","1,57,937 kms",Diesel
Maruti Suzuki Ciaz VDi,Maruti,2022,"88,000","1,37,941 kms",Petrol
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2014,"70,000","66,373 kms",Petrol
Maruti Suzuki Wagon R 1.0 VXI,Maruti,2022,"1,30,000","67,906 kms",Petrol
Renault Kwid RXT,Renault,2014,"61,000","49,300 kms",Petrol
Jaguar XE Prestige,Jaguar,2006,"5,29,000","1,04,979 kms",Diesel
Mini Cooper D,Mini,2015,"8,44,000","78,110 kms",Petrol
Land Rover Freelander 2,Land,2013,"8,92,000","1,38,596 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2016,"1,12,000","10,789 kms",Diesel
Datsun GO T,Datsun,2013,"37,000","98,054 kms",Diesel
Datsun GO T,Datsun,2023,"89,000","96,843 kms",Diesel
Tata Tigor XZ,Tata,2002,"25,000","1,75,386 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2018,"83,000","1,51,018 kms",Petrol
Nissan Micra XV,Nissan,2019,"74,000","1,31,426 kms",Petrol
Honda WR-V i-VTEC VX,Honda,2021,"1,64,000","16,229 kms",Diesel
Hyundai Creta 1.6 SX Option,Hyundai,2009,"40,000","53,745 kms",Petrol
Nissan Micra XV,Nissan,2018,"95,000","67,658 kms",Diesel
Renault Kwid RXT,Renault,2005,"32,000","23,708 kms",Petrol
Audi A4 35 TDI,Audi,2019,"20,99,000","12,769 kms",Petrol
Jaguar XE Prestige,Jaguar,2017,"17,55,000","56,928 kms",Petrol
Renault Duster 110 PS RxL,Renault,2015,"91,000","9,211 kms",Petrol
Volvo XC60 D5,Volvo,2012,"6,80,000","1,02,163 kms",Petrol
BMW X1 sDrive20d,BMW,2018,"24,48,000","2,297 kms",Petrol
Maruti Suzuki Alto 800 Vxi,Maruti,2020,"1,45,000","28,082 kms",Diesel
Honda Civic 1.8 V MT,Honda,2018,"1,46,000","3,539 kms",Petrol
Mini Cooper D,Mini,2010,"6,75,000","74,456 kms",Petrol
Maruti Suzuki Ciaz VDi,Maruti,2023,"1,42,000","56,120 kms",CNG
Honda City 1.5 S MT,Honda,2004,"27,000","81,686 kms",Petrol
Mini Cooper D,Mini,2005,"2,91,000","1,41,455 kms",Diesel
Mercedes E-Class E220d,Mercedes,2002,"3,04,000","1,53,862 kms",Petrol
Toyota Yaris VX,Toyota,2007,"40,000","56,614 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2015,"60,000","20,218 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2018,"91,000","1,40,636 kms",Diesel
Nissan Terrano XL,Nissan,2002,"25,000","88,571 kms",Petrol
BMW X1 sDrive20d,BMW,2003,"2,73,000","1,36,241 kms",Petrol
Maruti Suzuki Alto 800 Vxi,Maruti,2008,"43,000","14,619 kms",Petrol
Volvo S60 D4,Volvo,2002,"2,81,000","1,01,362 kms",Petrol
Tata Indica V2 DLS,Tata,2007,"33,000","57,405 kms",Diesel
BMW X1 sDrive20d,BMW,2019,"21,31,000","48,178 kms",Diesel
Mercedes E-Class E220d,Mercedes,2019,"14,62,000","1,68,960 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2003,"29,000","30,463 kms",Petrol
Jeep Compass Limited,Jeep,2008,"49,000","89,912 kms",Diesel
Fiat Punto Active,Fiat,2015,"67,000","12,190 kms",Petrol
Ford EcoSport Titanium 1.5L TDCi,Ford,2005,"25,000","1,74,956 kms",Diesel
Volvo S60 D4,Volvo,2018,"13,45,000","96,632 kms",Petrol
Toyota Innova 2.5 G,Toyota,2016,"97,000","67,010 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2021,"1,30,000","1,50,233 kms",Diesel
Fiat Linea Active,Fiat,2004,"25,000","1,36,994 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2022,"1,15,000","1,49,197 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2018,"1,06,000","81,258 kms",Petrol
Ford Figo,Ford,2009,"40,000","77,283 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2015,"72,000","1,63,210 kms",Petrol
Datsun GO Plus T,Datsun,2005,"25,000","1,19,947 kms",Diesel
Audi A6 2.0 TDI,Audi,2008,"5,67,000","81,234 kms",Petrol
Jaguar XF Portfolio,Jaguar,2022,"28,76,000","64,053 kms",Petrol
Maruti Suzuki Wagon R 1.0 VXI,Maruti,2002,"25,000","90,456 kms",CNG
Honda Brio S MT,Honda,2020,"95,000","1,60,009 kms",Diesel
Honda WR-V i-VTEC VX,Honda,2020,"1,05,000","94,136 kms",Petrol
Fiat Linea Active,Fiat,2020,"74,000","99,268 kms",Diesel
Tata Indica V2 DLS,Tata,2019,"61,000","1,26,434 kms",Diesel
Honda Amaze S i-Dtech,Honda,2018,"1,12,000","82,333 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2010,"36,000","1,04,609 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2010,"40,000","1,64,212 kms",Petrol
Toyota Fortuner 3.0 4x4 AT,Toyota,2009,"73,000",356 kms,Petrol
Volvo XC60 D5,Volvo,2014,"11,89,000","16,511 kms",Petrol
Datsun GO Plus T,Datsun,2008,"32,000","19,775 kms",Petrol
Chevrolet Beat LT,Chevrolet,2003,"25,000","17,459 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2011,"44,000","1,65,214 kms",Petrol
Audi A8,Audi,2007,"4,56,000","1,65,129 kms",Petrol
Mini Cooper D,Mini,2022,"24,04,000","37,756 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2002,"25,000","1,29,931 kms",Diesel
Toyota Innova 2.5 G,Toyota,2016,"1,29,000","36,729 kms",Diesel
Honda Civic 1.8 V MT,Honda,2006,"30,000","90,421 kms",Petrol
Mercedes GLA 200d,Mercedes,2022,"21,81,000","1,24,392 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2010,"83,000","6,059 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2008,"43,000","52,119 kms",Petrol
Honda Jazz V,Honda,2013,"70,000","44,991 kms",Petrol
Ford Figo Aspire Titanium,Ford,2019,"1,19,000","20,848 kms",Diesel
Toyota Yaris VX,Toyota,2005,"39,000","20,703 kms",Petrol
BMW 3 Series 320d,BMW,2018,"11,84,000","1,75,640 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2014,"87,000","31,888 kms",Petrol
Jaguar XF Portfolio,Jaguar,2011,"10,05,000","69,462 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2003,"32,000","37,023 kms",Diesel
Ford Figo Aspire Titanium,Ford,2010,"39,000","74,748 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2014,"59,000","1,23,412 kms",Petrol
Mercedes GLA 200d,Mercedes,2018,"17,33,000","44,747 kms",Petrol
Mini Cooper S,Mini,2017,"8,33,000","1,54,501 kms",Petrol
Jeep Compass Limited,Jeep,2007,"43,000","1,50,182 kms",Diesel
Jaguar XF Portfolio,Jaguar,2009,"6,59,000","1,11,778 kms",Petrol
Ford Freestyle Titanium,Ford,2018,"1,07,000","46,556 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2002,"25,000","1,29,291 kms",Diesel
Ford Figo Aspire Titanium,Ford,2017,"1,24,000","16,114 kms",Diesel
Datsun GO Plus T,Datsun,2006,"30,000","4,153 kms",Diesel
Honda City 1.5 S MT,Honda,2023,"1,74,000","44,910 kms",Petrol
Jaguar XE Prestige,Jaguar,2004,"3,72,000","1,03,216 kms",Diesel
Audi A4 35 TDI,Audi,2023,"26,51,000","69,544 kms",Diesel
Jeep Compass Longitude,Jeep,2004,"28,000","1,49,684 kms",Petrol
Audi Q7,Audi,2003,"2,82,000","1,46,252 kms",Diesel
Fiat Linea Active,Fiat,2019,"98,000","4,337 kms",Petrol
Chevrolet Beat LT,Chevrolet,2021,"1,09,000","60,340 kms",Diesel
Land Rover Discovery Sport,Land,2018,"17,54,000","76,611 kms",Petrol
Volvo S60 D4,Volvo,2022,"27,48,000","22,123 kms",Diesel
Jeep Compass Limited,Jeep,2003,"25,000","1,71,760 kms",Diesel
Renault Lodgy 110PS RxZ 8 Str,Renault,2016,"54,000","1,02,466 kms",Diesel
Jaguar XE Prestige,Jaguar,2002,"3,09,000","1,61,471 kms",Diesel
Volvo S60 D4,Volvo,2022,"17,20,000","1,74,082 kms",Diesel
Datsun GO Plus T,Datsun,2006,"25,000","1,63,583 kms",Diesel
Honda Amaze S i-Dtech,Honda,2012,"44,000","1,35,396 kms",Petrol
Mini Cooper D,Mini,2023,"15,82,000","1,37,564 kms",Petrol
Mini Cooper S,Mini,2013,"12,44,000","13,697 kms",Diesel
Nissan Sunny XL,Nissan,2014,"47,000","1,62,508 kms",Diesel
Maruti Suzuki Eeco 5 Seater,Maruti,2005,"34,000","44,119 kms",Diesel
Chevrolet Sail UVA LS,Chevrolet,2010,"35,000","65,952 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2008,"59,000","36,893 kms",Diesel
Toyota Yaris VX,Toyota,2009,"40,000","1,66,285 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2009,"46,000","51,104 kms",Petrol
Mahindra Thar CRDe 4x4,Mahindra,2007,"32,000","1,39,833 kms",Diesel
Toyota Corolla Altis G,Toyota,2014,"90,000","44,056 kms",Petrol
Land Rover Freelander 2,Land,2012,"7,88,000","1,38,968 kms",Diesel
Jeep Compass Longitude,Jeep,2019,"1,31,000","1,02,655 kms",Diesel
Mercedes GLA 200d,Mercedes,2010,"6,10,000","1,01,360 kms",Diesel
Mercedes GLA 200d,Mercedes,2011,"7,77,000","68,704 kms",Petrol
Volvo S60 D4,Volvo,2023,"19,86,000","1,34,399 kms",Petrol
Mercedes GLA 200d,Mercedes,2017,"16,41,000","43,305 kms",Petrol
Chevrolet Spark LT,Chevrolet,2010,"45,000","9,980 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2012,"53,000","77,078 kms",Diesel
Tata Indica V2 DLS,Tata,2008,"37,000","45,584 kms",Diesel
BMW 5 Series 520d,BMW,2018,"21,63,000","25,627 kms",Petrol
Chevrolet Beat LT,Chevrolet,2002,"25,000","1,62,831 kms",Diesel
Mini Cooper S,Mini,2011,"9,21,000","22,942 kms",Petrol
Datsun GO Plus T,Datsun,2018,"79,000","32,085 kms",Diesel
Honda WR-V i-VTEC VX,Honda,2002,"25,000","71,319 kms",Diesel
Jeep Compass Limited,Jeep,2014,"1,25,000","42,774 kms",Petrol
BMW 5 Series 520d,BMW,2003,"4,05,000","85,153 kms",Diesel
Audi Q3 35 TDI,Audi,2011,"9,12,000","44,032 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2019,"62,000","1,65,820 kms",Diesel
Nissan Sunny XL,Nissan,2021,"1,05,000","75,606 kms",Petrol
Volvo S60 D4,Volvo,2004,"2,80,000","1,12,325 kms",Diesel
Maruti Suzuki Alto 800 Vxi,Maruti,2003,"25,000","40,979 kms",Diesel
Mini Cooper S,Mini,2004,"3,82,000","62,076 kms",Petrol
Ford Freestyle Titanium,Ford,2012,"45,000","83,298 kms",Petrol
Mercedes C-Class C220d,Mercedes,2018,"19,65,000","53,601 kms",Diesel
Ford EcoSport Ambiente 1.5L TDCi,Ford,2011,"47,000","74,644 kms",Diesel
Land Rover Discovery Sport,Land,2006,"4,63,000","1,31,063 kms",Petrol
Audi Q3 35 TDI,Audi,2022,"18,78,000","1,08,438 kms",Petrol
Jeep Compass Longitude,Jeep,2013,"96,000","75,574 kms",Petrol
Tata Nano Lx,Tata,2019,"96,000","27,850 kms",Petrol
Tata Bolt XT,Tata,2006,"25,000","1,69,221 kms",Petrol
Hyundai i10 Sportz,Hyundai,2002,"25,000","23,653 kms",Petrol
Tata Tigor XZ,Tata,2019,"60,000","1,21,521 kms",Diesel
Mercedes E-Class E220d,Mercedes,2018,"20,68,000","22,930 kms",Diesel
Nissan Sunny XL,Nissan,2016,"69,000","84,208 kms",Diesel
Mini Cooper D,Mini,2017,"13,82,000","35,664 kms",Diesel
Hyundai Verna 1.6 SX,Hyundai,2006,"25,000","1,62,265 kms",Petrol
Jaguar XF Portfolio,Jaguar,2014,"10,17,000","1,72,506 kms",Petrol
Fiat Punto Active,Fiat,2016,"70,000","31,801 kms",Diesel
Tata Nano Lx,Tata,2016,"76,000","57,056 kms",Petrol
Chevrolet Spark LT,Chevrolet,2007,"29,000","40,782 kms",Petrol
Ford Fiesta Classic CLXi,Ford,2015,"65,000","85,809 kms",Petrol
Fiat Punto Active,Fiat,2009,"38,000","43,763 kms",Diesel
Renault Kwid RXT,Renault,2012,"35,000","1,45,837 kms",Diesel
Mini Cooper D,Mini,2017,"13,85,000","57,474 kms",Petrol
Maruti Suzuki Ciaz VDi,Maruti,2012,"53,000","68,529 kms",Diesel
Mercedes GLA 200d,Mercedes,2005,"6,02,000","47,406 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2002,"27,000","49,067 kms",Petrol
Chevrolet Spark LT,Chevrolet,2023,"91,000","1,56,310 kms",Diesel
Ford Figo,Ford,2017,"78,000","85,788 kms",Petrol
Jeep Compass Longitude,Jeep,2006,"58,000","39,222 kms",Petrol
Ford Figo,Ford,2013,"47,000","1,04,205 kms",Petrol
Hyundai Creta 1.6 SX Option,Hyundai,2019,"81,000","1,28,274 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2013,"56,000","1,79,300 kms",Petrol
Nissan Terrano XL,Nissan,2018,"66,000","93,780 kms",Petrol
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2008,"57,000","4,644 kms",Diesel
Datsun GO Plus T,Datsun,2004,"25,000","1,50,220 kms",Diesel
Toyota Etios VXD,Toyota,2020,"1,90,000","24,628 kms",Petrol
Toyota Yaris VX,Toyota,2020,"1,13,000","91,391 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2003,"25,000","1,60,553 kms",Petrol
Mercedes C-Class C220d,Mercedes,2008,"4,77,000","1,55,678 kms",Diesel
Honda WR-V i-VTEC VX,Honda,2003,"25,000","1,66,113 kms",Petrol
Toyota Innova 2.5 G,Toyota,2023,"1,50,000","1,20,776 kms",Diesel
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2021,"85,000","1,76,637 kms",Petrol
Ford Figo,Ford,2007,"44,000","11,071 kms",Petrol
Honda Brio S MT,Honda,2012,"51,000","1,73,565 kms",Diesel
Volvo S60 D4,Volvo,2003,"3,38,000","77,068 kms",Petrol
Fiat Punto Active,Fiat,2023,"1,41,000","46,981 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2005,"34,000","39,325 kms",Diesel
Maruti Suzuki Alto K10 VXi,Maruti,2023,"1,25,000","1,03,590 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2006,Ask For Price,"39,455 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2013,"70,000","91,843 kms",Diesel
Mini Cooper S,Mini,2008,"3,77,000","1,74,937 kms",Diesel
Mercedes C-Class C220d,Mercedes,2005,"5,00,000","60,095 kms",Diesel
BMW 5 Series 520d,BMW,2019,"16,59,000","85,726 kms",Diesel
Honda Amaze S i-Dtech,Honda,2002,"25,000","68,088 kms",Petrol
Maruti Suzuki Swift Dzire Vdi,Maruti,2017,"92,000","14,207 kms",CNG
Mercedes C-Class C220d,Mercedes,2019,"13,35,000","1,29,823 kms",Diesel
Hyundai Venue SX,Hyundai,2004,Ask For Price,"1,13,142 kms",Diesel
Renault Kwid RXT,Renault,2006,"25,000","73,867 kms",Petrol
Toyota Yaris VX,Toyota,2022,"1,22,000","1,68,407 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2009,"50,000","15,474 kms",Petrol
Datsun redi-GO T,Datsun,2020,"58,000","1,67,829 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2004,"25,000","97,326 kms",Diesel
Nissan Sunny XL,Nissan,2011,"36,000","1,11,555 kms",Petrol
Ford Figo,Ford,2010,"31,000","1,21,143 kms",Diesel
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2018,"1,03,000","32,248 kms",Petrol
BMW X1 sDrive20d,BMW,2009,"8,82,000","26,413 kms",Diesel
Mahindra TUV300 T8,Mahindra,2007,Ask For Price,"1,11,198 kms",Petrol
Ford Freestyle Titanium,Ford,2023,"1,20,000","96,108 kms",Diesel
Ford EcoSport Ambiente 1.5L TDCi,Ford,2003,"25,000","1,21,592 kms",Petrol
Audi A4 35 TDI,Audi,2009,"9,56,000","14,225 kms",Diesel
Hyundai Creta 1.6 SX Option,Hyundai,2013,"46,000","1,39,218 kms",Diesel
Datsun GO T,Datsun,2005,"25,000","51,625 kms",Petrol
Nissan Terrano XL,Nissan,2018,"65,000","1,77,405 kms",Diesel
Volvo XC60 D5,Volvo,2017,Ask For Price,"7,881 kms",Petrol
Tata Tigor XZ,Tata,2008,"25,000","1,59,211 kms",Diesel
Audi Q3 35 TDI,Audi,2015,"10,74,000","1,03,286 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2018,"1,22,000","63,158 kms",Petrol
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2010,"36,000","1,05,739 kms",Diesel
Chevrolet Beat LT,Chevrolet,2004,"25,000","30,634 kms",Petrol
Audi A4 35 TDI,Audi,2010,"10,27,000","9,891 kms",Petrol
Renault Duster 110 PS RxL,Renault,2020,"81,000","1,65,532 kms",Diesel
Jaguar XE Prestige,Jaguar,2012,"11,19,000","45,220 kms",Petrol
Hyundai Tucson 2WD AT GLS,Hyundai,2011,"42,000","1,69,598 kms",Diesel
Volvo XC60 D5,Volvo,2022,"21,16,000","58,736 kms",Petrol
Jaguar XE Prestige,Jaguar,2015,"10,95,000","1,00,297 kms",Diesel
Ford Figo,Ford,2008,"32,000","1,27,228 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2009,"54,000","61,257 kms",Petrol
Tata Tigor XZ,Tata,2018,"63,000","1,75,666 kms",Diesel
Volvo XC60 D5,Volvo,2002,"4,06,000","17,662 kms",Diesel
Jaguar XE Prestige,Jaguar,2002,"4,10,000","56,288 kms",Diesel
Fiat Punto Active,Fiat,2005,"25,000","23,436 kms",Diesel
Jaguar XE Prestige,Jaguar,2022,"19,43,000","1,73,230 kms",Diesel
Fiat Punto Active,Fiat,2009,"30,000","96,929 kms",Diesel
Mahindra TUV300 T8,Mahindra,2002,"25,000","1,41,002 kms",Petrol
Jaguar XE Prestige,Jaguar,2004,"4,31,000","1,43,392 kms",Diesel
Honda Amaze S i-Dtech,Honda,2005,"25,000","1,18,403 kms",Diesel
Renault Lodgy 110PS RxZ 8 Str,Renault,2018,"80,000","98,089 kms",Diesel
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2010,"32,000","1,41,682 kms",Petrol
Jaguar XE Prestige,Jaguar,2007,"7,74,000","49,622 kms",Diesel
Datsun GO T,Datsun,2022,"75,000","1,75,207 kms",Petrol
Mercedes GLA 200d,Mercedes,2020,"20,82,000","70,987 kms",Petrol
Jeep Compass Longitude,Jeep,2016,"1,06,000","1,02,887 kms",Diesel
Hyundai Tucson 2WD AT GLS,Hyundai,2013,"57,000","60,219 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2005,"27,000","93,058 kms",Diesel
Mini Cooper S,Mini,2007,"3,92,000","1,27,896 kms",Diesel
Fiat Punto Active,Fiat,2012,"32,000","99,029 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2007,"42,000","76,868 kms",Petrol
Land Rover Discovery Sport,Land,2021,"22,66,000","98,748 kms",Diesel
Volvo XC60 D5,Volvo,2002,"3,43,000","69,737 kms",Diesel
Audi A4 35 TDI,Audi,2006,"3,62,000","1,47,119 kms",Diesel
Nissan Terrano XL,Nissan,2009,"27,000","1,65,333 kms",Diesel
Maruti Suzuki Alto K10 VXi,Maruti,2020,"1,18,000","58,296 kms",Diesel
Jeep Compass Longitude,Jeep,2021,"2,42,000","10,870 kms",Diesel
Mercedes C-Class C220d,Mercedes,2018,"12,70,000","1,16,799 kms",Petrol
Mahindra Scorpio SLE BS IV,Mahindra,2011,"84,000","19,460 kms",Diesel
Renault Triber RXZ,Renault,2023,"1,12,000","1,57,305 kms",Petrol
Land Rover Discovery Sport,Land,2005,"5,86,000","61,087 kms",Petrol
Maruti Suzuki Celerio VXI,Maruti,2007,"35,000","65,275 kms",Petrol
Jeep Compass Longitude,Jeep,2014,"97,000","87,249 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2017,"1,05,000","38,017 kms",Diesel
Chevrolet Beat LT,Chevrolet,2008,"25,000","75,899 kms",Diesel
Datsun GO T,Datsun,2017,"45,000","1,27,040 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2019,"93,000","1,41,930 kms",Petrol
Fiat Punto Active,Fiat,2005,"25,000","71,271 kms",Petrol
Ford Freestyle Titanium,Ford,2009,"40,000","85,676 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2021,"1,09,000","1,73,945 kms",Petrol
Land Rover Discovery Sport,Land,2011,"8,06,000","1,32,934 kms",Diesel
Mahindra Thar CRDe 4x4,Mahindra,2012,"55,000","1,54,332 kms",Diesel
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2005,"25,000","1,60,977 kms",Petrol
Hyundai Venue SX,Hyundai,2013,"68,000","64,691 kms",Diesel
Ford EcoSport Titanium 1.5L TDCi,Ford,2017,"1,17,000","20,706 kms",Diesel
Volvo XC60 D5,Volvo,2008,"4,38,000","1,10,527 kms",Diesel
Mini Cooper S,Mini,2005,"2,99,000","1,35,017 kms",Diesel
Datsun redi-GO T,Datsun,2002,"25,000","12,984 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2011,"39,000","1,39,128 kms",Diesel
Datsun redi-GO T,Datsun,2023,"1,00,000","71,920 kms",Diesel
Chevrolet Tavera Neo 3,Chevrolet,2010,"39,000","42,522 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2013,"32,000","1,28,558 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2011,"50,000","83,706 kms",Petrol
Volvo S60 D4,Volvo,2015,"14,42,000","34,403 kms",Petrol
Datsun redi-GO T,Datsun,2006,"25,000","1,66,176 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2005,"26,000","1,04,037 kms",Diesel
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2023,"1,23,000","1,11,641 kms",Petrol
Honda Jazz V,Honda,2007,"32,000","1,18,569 kms",Diesel
Jaguar XF Portfolio,Jaguar,2011,"8,13,000","1,05,281 kms",Petrol
Datsun GO T,Datsun,2005,"25,000","20,826 kms",Petrol
Mahindra Thar CRDe 4x4,Mahindra,2018,"1,18,000","65,950 kms",Petrol
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2019,"1,37,000","4,035 kms",Petrol
Datsun redi-GO T,Datsun,2017,"40,000","1,46,593 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2016,"1,32,000","3,670 kms",Diesel
BMW 5 Series 520d,BMW,2007,"4,13,000","1,67,503 kms",Diesel
Toyota Innova 2.5 G,Toyota,2008,"34,000","1,38,711 kms",Diesel
Mercedes E-Class E220d,Mercedes,2009,"6,08,000","1,12,843 kms",Diesel
Fiat Punto Active,Fiat,2016,"53,000","1,45,355 kms",Diesel
Nissan Sunny XL,Nissan,2018,"89,000","45,930 kms",Diesel
Land Rover Freelander 2,Land,2018,"17,80,000","85,113 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2003,"25,000","1,77,262 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2016,"83,000","88,846 kms",Petrol
Mahindra Scorpio SLE BS IV,Mahindra,2006,"44,000","50,837 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2021,"1,02,000","1,28,879 kms",Petrol
Datsun GO T,Datsun,2009,"25,000","1,74,294 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2007,"61,000","8,149 kms",Petrol
Datsun GO Plus T,Datsun,2007,Ask For Price,"19,177 kms",Diesel
Fiat Punto Active,Fiat,2004,"25,000","1,59,153 kms",Diesel
Volkswagen Ameo Highline 1.5,Volkswagen,2022,"1,60,000","51,050 kms",Petrol
Renault Triber RXZ,Renault,2019,"65,000","1,31,969 kms",Petrol
Chevrolet Spark LT,Chevrolet,2011,"51,000","3,197 kms",Petrol
Mini Cooper S,Mini,2018,"17,66,000","18,220 kms",Diesel
Jeep Compass Longitude,Jeep,2015,"90,000","90,628 kms",Petrol
Jaguar XF Portfolio,Jaguar,2010,"8,17,000","68,752 kms",Diesel
Fiat Linea Active,Fiat,2004,"25,000","1,24,647 kms",Petrol
Ford EcoSport Titanium 1.5L TDCi,Ford,2022,"1,01,000","1,79,993 kms",Diesel
Honda Civic 1.8 V MT,Honda,2016,"74,000","1,31,785 kms",Diesel
Volvo XC60 D5,Volvo,2020,"14,83,000","1,38,431 kms",Petrol
Volvo S60 D4,Volvo,2011,"7,57,000","82,544 kms",Diesel
Mercedes C-Class C220d,Mercedes,2010,"5,72,000","1,17,911 kms",Petrol
Mahindra KUV100 K8,Mahindra,2010,"55,000","45,982 kms",Diesel
Fiat Punto Active,Fiat,2020,"66,000","1,17,941 kms",Petrol
Ford Figo,Ford,2005,"25,000","1,69,463 kms",Diesel
Toyota Glanza G,Toyota,2008,"55,000","45,294 kms",Petrol
Tata Nano Lx,Tata,2006,Ask For Price,"31,852 kms",Petrol
Renault Kwid RXT,Renault,2002,"26,000","4,367 kms",Petrol
BMW 5 Series 520d,BMW,2005,"6,29,000","11,977 kms",Petrol
Jaguar XF Portfolio,Jaguar,2014,"15,46,000","32,003 kms",Petrol
Tata Tiago Revotron XZ,Tata,2014,"62,000","24,463 kms",Diesel
Fiat Linea Active,Fiat,2012,"32,000","1,70,461 kms",Petrol
Jeep Compass Longitude,Jeep,2017,"1,44,000","72,547 kms",Diesel
Fiat Punto Active,Fiat,2008,"27,000","82,639 kms",Diesel
Chevrolet Beat LT,Chevrolet,2003,"25,000","1,056 kms",Petrol
Audi A8,Audi,2007,"8,56,000","1,019 kms",Diesel
Chevrolet Tavera Neo 3,Chevrolet,2016,"65,000","19,638 kms",Diesel
BMW 5 Series 520d,BMW,2023,"21,11,000","1,02,318 kms",Diesel
Mini Cooper D,Mini,2013,"8,27,000","78,504 kms",Petrol
Renault Triber RXZ,Renault,2002,"25,000","1,17,283 kms",Diesel
